Income,RecencyInDays,WinePurchases,FruitPurchases,MeatProductPurchases,FishProductPurchases,SweetProductPurchases,NonFoodPurchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,CustomerLifetimeInDays,TotalFoodPurchases
61284,76,618,15,106,20,7,45,1,11,2,8,6,65,2419,766
22518,36,11,7,12,2,2,27,2,2,1,2,5,34,2774,34
54730,64,318,3,17,4,7,56,5,4,1,8,4,45,2477,349
38452,62,56,0,14,0,0,2,3,3,0,3,7,65,2250,70
44421,53,110,5,59,7,1,7,5,5,0,4,8,49,2658,182
38197,86,23,0,11,2,1,3,1,1,0,3,5,34,2524,37
41986,15,27,5,8,8,3,12,3,3,0,4,4,42,2299,51
28427,67,18,3,19,3,3,6,2,2,0,3,8,37,2624,46
37395,47,18,0,9,0,1,11,1,1,0,3,6,44,2217,28
64722,47,303,0,280,60,147,15,4,8,2,11,6,49,2193,790
55249,81,97,1,19,2,0,11,1,2,1,4,3,64,2232,119
84906,98,997,15,414,99,30,76,1,5,6,12,2,48,2427,1555
28691,56,5,4,13,8,0,4,1,1,0,3,8,31,2519,30
44213,48,95,11,35,0,4,7,4,2,1,5,6,68,2371,145
25707,18,1,6,2,3,6,3,1,1,0,3,7,36,2321,18
59062,74,46,1,12,3,0,9,2,2,0,3,4,53,2428,62
76624,68,411,106,147,54,115,66,1,5,10,7,1,58,2195,833
66000,36,244,51,270,101,0,45,1,1,3,5,1,73,2229,666
27683,90,152,9,121,12,12,45,4,6,2,4,8,42,2853,306
1730,65,1,1,3,1,1,1,15,0,0,0,20,49,2201,7
7500,63,10,17,18,8,26,40,4,3,2,2,9,28,2732,79
40521,82,12,0,5,0,0,4,1,0,1,2,5,52,2609,17
20427,63,5,0,4,0,0,1,1,1,0,2,8,47,2256,9
65106,55,790,19,133,12,0,19,3,8,3,13,6,45,2195,954
69969,64,882,29,514,38,29,44,1,4,2,6,3,55,2465,1492
67433,51,615,28,259,12,48,30,4,6,5,13,4,68,2507,962
77766,97,1004,59,265,115,59,27,2,11,10,11,6,53,2651,1502
74716,92,133,27,421,13,195,71,2,7,3,5,4,48,2449,789
68118,51,595,23,123,10,23,154,2,8,9,4,6,57,2413,774
55158,72,293,0,87,4,11,23,4,7,2,5,7,50,2858,395
62972,39,313,15,47,20,0,192,2,7,4,3,6,65,2854,395
74190,49,151,81,86,168,91,64,2,4,2,11,2,45,2207,577
39356,21,15,0,2,0,0,6,1,1,0,2,6,44,2261,17
76653,91,736,63,946,219,189,126,1,4,7,11,2,51,2476,2153
35860,37,15,0,8,4,2,20,2,1,1,2,5,47,2200,29
90687,98,982,17,672,23,34,51,1,6,2,8,2,37,2562,1728
73450,85,1142,51,415,90,69,37,1,7,8,11,3,38,2365,1767
31454,40,28,0,11,0,0,9,3,2,0,3,8,60,2517,39
47139,2,46,0,12,0,2,23,2,2,1,2,7,68,2274,60
83829,78,897,161,430,186,161,27,0,4,7,6,1,45,2423,1835
53378,41,489,6,152,8,6,132,10,9,4,6,8,57,2802,661
19656,94,25,4,9,6,8,32,3,2,1,3,7,50,2665,52
45579,10,145,1,33,2,1,1,1,4,1,4,6,72,2472,182
85485,73,630,26,611,44,18,54,1,6,6,6,2,62,2167,1329
55956,22,760,38,104,50,9,38,2,7,3,4,4,76,2242,961
64191,30,420,15,186,151,38,15,3,5,3,13,3,57,2682,810
38808,21,125,17,52,3,19,30,4,5,1,4,8,48,2831,216
57183,51,464,5,64,7,0,70,8,9,1,7,8,54,2626,540
23748,97,6,6,29,12,15,8,3,2,1,3,8,52,2744,68
66303,56,1090,12,96,16,12,60,4,3,4,11,8,49,2647,1226
37368,4,3,2,11,2,2,10,1,1,0,2,6,45,2354,20
40800,77,24,0,27,8,30,10,2,3,0,3,7,56,2703,89
71847,95,737,21,106,55,63,210,0,6,7,9,3,42,2805,982
46149,36,254,6,71,4,0,27,5,5,1,7,5,45,2371,335
78687,13,817,185,687,145,55,241,1,4,6,8,2,37,2848,1889
49118,90,620,54,239,99,98,119,2,9,7,10,7,49,2839,1110
37633,49,13,4,20,0,0,1,2,1,0,3,9,63,2806,37
39767,18,113,61,204,34,26,47,2,7,1,7,8,69,2502,438
26997,89,7,23,78,133,49,144,2,4,2,5,7,69,2760,290
33986,43,16,2,18,2,1,5,1,1,0,3,7,50,2631,39
57091,82,462,0,24,6,0,4,2,9,2,5,7,48,2742,492
46831,84,22,2,10,6,4,34,2,1,2,2,4,51,2545,44
83151,80,968,147,842,137,42,210,1,5,7,10,2,48,2663,2136
52531,68,283,112,151,51,72,125,2,7,2,10,6,49,2705,669
15759,12,1,2,5,6,0,3,1,1,0,2,7,64,2456,14
22804,75,14,1,7,2,1,1,1,2,0,2,9,49,2492,25
43050,10,30,5,24,6,3,8,2,2,0,4,5,47,2262,68
42997,91,4,0,5,0,1,5,1,1,0,2,7,43,2363,10
48918,21,52,0,9,0,0,1,2,1,0,4,4,57,2237,61
60033,28,62,1,57,19,11,48,2,2,1,5,2,66,2251,150
34043,97,20,2,14,3,0,10,1,2,0,2,9,42,2406,39
57811,49,545,7,114,37,21,78,5,7,2,11,5,54,2529,724
78569,14,558,79,622,207,175,95,1,4,6,4,1,74,2289,1641
7500,5,6,5,4,13,4,25,4,2,1,3,6,42,2708,32
94384,62,1111,24,790,160,45,172,0,5,8,5,2,67,2641,2130
23148,83,4,6,8,6,3,10,1,2,0,3,7,35,2290,27
44267,48,183,5,65,3,5,49,5,5,2,4,9,50,2648,261
71626,94,546,72,376,94,145,72,1,5,5,8,3,41,2764,1233
60894,61,606,7,155,10,0,54,5,10,3,8,7,54,2525,778
50200,70,266,6,51,8,6,64,6,7,1,5,8,44,2611,337
81051,43,1142,29,249,38,29,14,1,5,5,12,2,55,2196,1487
65169,23,1074,0,69,0,0,46,1,10,4,13,6,38,2325,1143
59868,37,771,51,154,54,10,154,7,11,2,12,6,48,2501,1040
65695,50,371,32,189,0,58,6,2,5,4,10,4,60,2308,650
64857,78,556,14,717,210,0,43,1,7,5,10,4,64,2742,1497
45143,74,202,5,74,11,5,14,3,6,1,5,7,55,2466,297
74805,14,209,162,209,41,162,37,5,4,7,10,2,65,2394,783
59060,77,35,40,111,36,40,12,3,3,1,7,4,31,2328,262
27238,39,37,0,17,0,0,3,3,3,0,3,9,58,2594,54
47009,89,171,45,73,59,10,90,4,3,2,8,4,55,2430,358
46094,62,12,2,20,3,2,5,1,1,0,3,7,47,2178,39
40321,59,44,4,21,6,0,27,2,3,0,3,7,48,2494,75
37235,68,20,2,9,4,6,20,1,1,1,2,4,36,2307,41
81843,13,779,86,537,34,69,138,1,5,9,12,3,60,2592,1505
46692,37,170,6,97,24,12,88,3,6,1,5,6,62,2547,309
77382,36,491,48,231,112,105,134,2,5,7,12,1,52,2332,987
37774,28,173,8,107,7,2,176,4,7,2,3,9,43,2823,297
18393,2,7,10,13,16,0,4,2,3,0,3,8,46,2251,46
72828,17,1205,0,235,19,14,205,6,6,3,13,7,58,2659,1473
24711,86,10,7,25,6,3,7,1,3,0,3,7,38,2231,51
45503,54,97,4,44,6,1,18,1,3,1,4,5,45,2436,152
6560,2,67,11,26,4,3,262,0,1,0,1,17,38,2358,111
71604,3,345,53,528,98,75,97,1,8,3,5,4,75,2383,1099
27244,84,6,5,17,3,24,46,2,2,2,2,7,41,2273,55
48752,8,73,57,100,71,15,0,5,6,1,5,9,51,2723,316
71434,4,711,36,217,172,96,168,3,7,4,7,4,58,2443,1232
90842,57,774,70,118,182,187,93,1,4,9,13,1,72,2494,1331
88097,24,163,0,480,0,126,75,1,6,5,8,9,42,2839,769
51948,51,82,33,54,71,30,41,2,5,2,4,5,45,2444,270
71853,29,358,108,413,141,97,32,1,2,8,6,1,38,2576,1117
35876,13,66,2,40,4,3,14,1,3,1,3,6,37,2229,115
40049,23,13,6,7,0,3,3,1,1,0,3,6,68,2415,29
39660,36,139,13,78,20,13,36,3,7,1,3,9,38,2849,263
50127,88,274,0,21,4,6,15,1,5,1,6,6,58,2190,305
43263,2,262,6,61,0,10,102,3,5,2,6,5,43,2744,339
62845,3,1099,0,45,0,0,34,11,3,4,10,8,71,2795,1144
18929,15,32,0,8,23,4,18,1,1,0,4,6,30,2657,67
24367,58,2,4,2,0,11,5,1,1,0,2,9,38,2625,19
33249,11,6,10,21,19,14,42,2,2,1,3,6,45,2653,70
26887,27,6,7,4,3,4,6,1,1,0,3,6,61,2663,24
50150,32,135,46,92,65,61,11,2,5,2,7,5,37,2533,399
62061,12,641,7,84,0,30,38,3,10,4,7,6,44,2461,762
85696,88,714,76,395,116,0,12,1,4,6,9,1,58,2581,1301
76542,91,794,73,573,0,29,14,1,4,8,10,2,64,2615,1469
70515,12,420,0,452,182,64,140,1,6,6,4,2,27,2410,1118
18227,21,1,2,7,4,3,11,1,0,1,2,8,33,2757,17
69139,23,86,12,75,33,15,6,1,4,1,5,4,55,2312,221
69109,10,823,25,459,124,29,95,1,6,6,7,4,38,2756,1460
69627,35,231,161,215,171,30,53,2,8,2,11,5,58,2628,808
38136,69,8,15,27,0,20,33,2,3,1,2,8,42,2592,70
62159,68,182,17,259,77,70,29,1,6,2,10,4,74,2221,605
80695,85,557,129,984,193,37,18,1,5,8,5,2,57,2341,1900
33316,34,79,1,31,4,4,12,3,2,1,4,6,49,2427,119
58554,55,368,24,68,38,0,88,6,8,2,6,7,52,2800,498
17256,10,6,4,14,8,8,22,2,2,1,2,8,28,2377,40
53034,30,160,15,196,15,11,50,8,6,1,7,8,46,2554,397
52203,36,488,21,238,56,108,28,1,8,7,11,6,70,2857,911
59601,14,691,7,69,0,7,23,4,2,2,7,8,43,2498,774
75154,79,543,10,205,160,143,82,1,6,3,6,3,62,2822,1061
47025,52,254,7,108,20,0,26,3,6,3,5,6,44,2393,389
37971,97,5,4,10,2,2,7,1,1,0,3,8,47,2375,23
41335,24,112,19,21,16,14,5,3,4,1,4,7,52,2344,182
67267,0,134,11,59,15,2,30,1,3,2,5,2,62,2206,221
57338,96,143,6,52,11,8,17,2,4,1,5,5,45,2220,220
50523,89,51,4,24,4,7,1,2,2,0,4,6,60,2345,90
35791,94,27,0,5,0,0,3,2,1,0,3,8,55,2578,32
50611,98,459,0,24,6,0,4,6,4,5,7,6,60,2792,489
56242,72,689,8,167,11,8,88,5,8,4,11,6,51,2642,883
48904,1,283,10,38,0,13,27,4,7,2,4,8,60,2733,344
56243,26,347,0,35,4,3,7,6,4,2,8,5,45,2340,389
21355,5,5,13,14,0,5,31,2,2,1,2,6,35,2472,37
57420,22,280,0,18,0,0,24,3,5,1,6,7,49,2528,298
46390,56,95,14,64,2,9,38,1,4,2,3,7,65,2214,184
54342,74,84,10,34,11,10,28,4,3,1,4,6,64,2520,149
20895,24,18,3,17,3,0,4,1,2,0,3,9,47,2790,41
92344,9,992,24,694,51,19,119,0,5,10,5,1,72,2324,1780
26907,10,9,1,7,0,3,2,2,1,0,3,7,44,2472,20
44964,35,19,1,17,2,0,2,1,1,0,3,8,40,2719,39
75507,56,709,93,374,104,80,80,1,8,6,6,3,41,2217,1360
53761,7,158,0,76,13,7,71,6,4,4,3,5,48,2420,254
22682,51,10,14,29,4,2,36,3,2,1,4,4,47,2428,59
38887,17,25,1,13,0,0,3,1,1,0,3,7,48,2278,39
41658,30,8,4,12,15,4,29,2,1,1,2,4,45,2756,43
29791,21,14,0,6,0,0,0,2,2,0,3,5,48,2204,20
63915,2,622,7,115,30,0,15,2,6,3,12,5,64,2493,774
39996,85,11,0,3,0,0,1,1,1,0,2,6,46,2197,14
26759,65,25,3,16,8,5,2,2,2,1,3,6,48,2301,57
63841,64,635,15,100,20,7,131,1,9,3,9,6,52,2593,777
51039,11,100,64,79,65,0,109,2,6,2,4,7,51,2725,308
60544,92,201,2,43,3,5,35,4,5,1,5,6,59,2832,254
65685,54,642,14,49,0,7,57,1,9,2,9,5,48,2251,712
37716,4,97,1,41,6,2,41,2,4,1,3,7,67,2228,147
36864,53,204,5,39,17,0,89,3,5,2,4,8,63,2844,265
44511,39,513,7,133,46,14,14,6,8,4,8,8,50,2784,713
36947,49,88,3,21,4,1,29,4,3,0,4,9,53,2850,117
47352,70,172,12,112,8,0,15,4,6,1,5,7,69,2603,304
67087,40,329,35,222,130,35,43,2,7,5,8,4,67,2353,751
57045,40,296,13,104,11,13,17,3,4,2,9,3,70,2818,437
36957,43,100,2,16,2,1,31,4,3,2,2,9,67,2820,121
69389,17,422,7,238,69,46,15,1,7,2,12,4,43,2798,782
80134,40,1218,16,272,104,0,80,2,5,3,6,6,48,2564,1610
43142,84,5,1,7,2,1,4,1,1,0,2,7,51,2290,16
80589,25,507,93,520,242,40,26,1,5,10,5,1,76,2317,1402
34412,62,52,12,50,4,36,55,3,5,0,3,9,30,2660,154
57537,83,191,56,139,51,8,100,4,4,3,8,4,41,2543,445
22634,47,2,23,11,8,6,46,1,2,1,2,8,54,2688,50
51315,45,68,28,39,16,30,41,1,2,2,5,2,72,2285,181
36026,34,20,4,10,6,4,17,2,2,0,3,6,48,2264,44
24639,3,20,3,16,0,4,1,3,2,0,4,6,47,2311,43
34578,1,7,0,1,0,0,0,1,1,0,2,6,48,2238,8
65704,18,279,172,74,38,8,246,1,2,10,10,1,48,2418,571
63810,45,977,12,253,16,12,101,4,4,3,12,8,54,2754,1270
54132,81,30,1,8,0,0,3,1,1,0,3,7,51,2292,39
18690,77,6,1,7,23,4,19,1,1,1,2,8,61,2707,41
28164,23,3,18,26,11,8,12,3,2,0,4,7,50,2580,66
34596,48,14,0,2,0,0,7,1,1,0,2,8,46,2601,16
43269,61,10,1,7,0,0,1,1,1,0,2,8,48,2445,18
38741,60,7,10,17,8,6,13,2,2,0,3,7,62,2250,48
31907,75,33,87,64,175,16,74,1,6,1,6,7,48,2641,375
27100,64,12,0,13,2,0,10,1,1,0,3,7,37,2609,27
31163,54,2,3,10,11,2,10,1,1,0,3,6,47,2295,28
92533,84,693,21,118,110,147,42,1,6,5,11,2,35,2351,1089
34853,75,9,3,15,2,3,2,2,2,0,3,6,47,2347,32
70844,16,129,26,67,3,67,2,5,6,1,5,7,53,2401,292
31086,79,16,2,11,3,0,16,2,1,1,2,8,41,2580,32
60544,92,201,2,43,3,5,35,4,5,1,5,6,59,2832,254
20491,16,5,4,5,4,2,10,1,0,1,2,7,34,2679,20
42523,96,14,36,11,3,26,35,1,1,1,4,2,56,2226,90
39922,30,29,12,59,19,1,36,2,3,0,4,8,37,2659,120
33402,60,26,2,19,10,5,8,3,2,1,3,8,68,2505,62
36408,11,9,1,4,3,2,3,1,1,0,2,6,71,2440,19
21645,75,14,0,23,4,5,19,3,3,0,3,9,41,2823,46
78427,36,972,19,595,180,26,138,3,3,7,10,3,72,2772,1792
82657,71,966,168,672,246,105,126,1,7,5,10,4,74,2434,2157
51876,88,99,27,102,28,48,6,1,2,2,8,1,62,2416,304
78041,93,482,35,553,72,160,17,1,4,4,9,2,49,2719,1302
52852,93,714,8,99,11,0,47,4,10,7,5,8,63,2734,832
70038,54,587,54,348,71,54,130,1,4,4,8,2,38,2406,1114
69401,41,399,27,159,58,8,39,4,4,4,5,2,47,2257,651
46053,46,56,10,92,19,7,25,3,3,2,4,5,48,2656,184
77343,28,227,151,573,98,54,31,1,3,4,9,1,55,2179,1103
73892,40,703,102,601,0,58,43,1,3,11,8,1,67,2387,1464
40304,82,37,0,17,0,0,3,1,2,0,3,7,53,2431,54
32727,38,167,13,180,86,13,70,2,7,3,5,8,55,2829,459
68695,3,458,81,356,106,50,40,1,4,4,7,2,51,2163,1051
43300,87,91,3,52,2,1,31,3,4,0,4,8,49,2783,149
26290,49,15,8,16,11,5,22,4,2,0,4,6,48,2692,55
93790,16,1302,68,731,89,114,45,0,6,7,12,2,50,2296,2304
38410,65,153,64,123,116,64,14,2,5,2,9,6,46,2812,520
64866,9,508,5,21,7,5,10,4,7,3,7,5,70,2313,546
57957,24,290,59,177,77,5,29,7,4,6,8,3,61,2473,608
46015,25,38,0,2,0,0,6,1,1,0,3,7,65,2236,40
16531,43,2,13,6,7,5,11,3,3,0,3,7,42,2170,33
28072,10,30,0,10,2,0,5,1,1,0,3,7,34,2515,42
49476,29,386,23,95,54,41,196,4,2,11,5,2,57,2533,599
50725,45,443,10,75,0,10,48,4,8,1,8,8,67,2660,538
83844,57,901,31,345,75,31,191,1,4,4,11,1,68,2572,1383
41145,20,9,0,3,0,0,1,1,0,0,3,3,70,2300,12
67419,29,846,84,352,91,56,42,4,9,4,8,5,50,2688,1429
23162,82,8,3,9,19,4,22,3,1,1,3,6,50,2349,43
34380,68,72,7,58,13,1,24,4,4,1,3,8,43,2582,151
34704,65,29,0,5,0,1,5,1,1,0,3,5,54,2587,35
94871,99,169,24,553,188,0,144,1,8,5,4,7,51,2825,934
65148,9,460,35,422,33,12,153,2,6,6,7,4,62,2749,962
39898,20,69,8,26,12,7,12,2,3,0,4,7,66,2661,122
64857,78,556,14,717,210,0,43,1,7,5,10,4,64,2742,1497
59892,26,73,0,13,0,1,0,1,2,1,3,3,50,2398,87
41020,68,112,1,54,7,7,36,1,3,2,4,3,33,2403,181
57072,79,944,0,60,0,0,30,2,7,5,13,5,59,2315,1004
60474,25,265,199,303,234,9,170,7,10,2,12,7,41,2613,1010
62807,83,526,28,135,10,21,99,3,5,3,12,5,60,2826,720
19414,32,2,3,12,3,5,7,1,1,0,3,8,39,2415,25
19107,49,2,4,9,10,5,16,2,1,0,3,7,40,2470,30
75484,50,378,97,259,197,194,34,2,7,3,6,4,44,2855,1125
70379,84,553,25,142,65,67,8,3,6,3,13,4,44,2642,852
79419,96,751,127,687,20,15,31,1,4,6,4,2,50,2166,1600
64014,56,406,0,30,0,0,8,7,8,2,5,7,74,2178,436
76998,85,1449,89,161,69,35,107,2,11,8,8,6,65,2693,1803
49854,63,123,17,171,39,0,30,5,6,2,5,6,48,2390,350
60585,17,267,42,309,55,42,21,10,7,4,9,5,49,2529,715
42873,11,209,0,40,3,2,15,4,6,1,4,8,70,2683,254
87679,62,1259,172,815,97,148,33,1,7,11,10,4,32,2496,2491
57867,48,344,35,178,15,23,17,7,7,2,9,6,42,2430,595
35765,86,22,3,30,0,5,15,2,2,0,4,6,30,2359,60
65492,73,247,161,295,210,85,47,2,4,7,13,2,61,2313,998
32952,36,38,0,12,3,1,1,1,2,0,3,7,43,2369,54
53374,34,896,10,101,13,10,34,6,4,2,9,9,51,2841,1030
71706,16,931,56,253,91,98,14,4,9,5,7,5,61,2752,1429
68487,48,758,12,385,33,89,89,1,9,7,13,4,32,2691,1277
53253,61,216,9,57,20,9,125,7,4,3,5,5,45,2662,311
31163,54,2,3,10,11,2,10,1,1,0,3,6,47,2295,28
42014,56,244,15,108,4,15,50,6,7,1,6,8,43,2840,386
54108,74,539,6,91,8,6,97,13,8,2,9,8,47,2760,650
49667,35,1181,26,120,17,13,39,2,5,10,5,8,65,2837,1357
63206,65,750,8,125,11,8,26,1,4,3,6,2,46,2260,902
57136,48,306,5,109,21,109,92,9,5,2,10,6,48,2514,550
46772,88,350,104,189,197,151,57,6,11,8,5,8,45,2758,991
78931,19,331,197,170,58,152,35,1,2,8,13,1,49,2406,908
53977,21,620,16,165,0,24,82,5,5,5,12,5,62,2545,825
84219,27,434,137,400,45,137,45,1,3,4,10,1,32,2306,1153
46098,86,57,0,27,0,0,36,4,3,2,2,8,45,2839,84
73538,92,811,76,428,99,137,107,3,10,4,9,7,55,2740,1551
79529,1,423,42,706,73,197,197,1,4,8,9,2,34,2222,1441
20981,14,2,12,10,6,13,30,1,3,1,2,8,43,2584,43
51766,74,60,51,87,6,20,51,2,4,2,4,5,40,2269,224
55759,84,675,0,85,10,7,77,5,10,3,8,8,58,2737,777
33039,4,30,8,12,8,8,12,1,2,0,4,5,42,2452,66
37787,50,40,1,40,4,3,18,1,3,0,3,8,48,2441,88
27242,2,3,17,26,20,1,39,2,2,0,3,9,50,2754,67
87188,73,910,111,724,49,74,55,1,10,2,6,3,37,2550,1868
69930,21,252,98,827,219,70,196,1,4,5,12,3,49,2558,1466
37697,82,34,6,21,11,4,8,1,2,1,3,6,44,2301,76
37401,14,19,3,19,3,1,3,2,2,0,3,7,47,2213,45
3502,56,2,1,1,0,0,1,0,0,0,0,14,47,2601,4
58597,20,490,0,184,10,28,21,12,7,4,9,7,44,2745,712
82032,54,332,194,377,149,125,57,0,4,6,7,1,72,2244,1177
28087,77,53,8,17,13,0,21,3,2,2,2,7,62,2724,91
74004,5,784,48,560,42,176,48,1,4,6,4,3,33,2284,1610
19740,65,7,11,3,10,4,20,2,1,1,3,5,60,2621,35
57036,33,1171,43,219,19,14,47,4,6,3,13,9,45,2724,1466
53083,65,215,7,33,3,0,13,6,5,1,5,7,62,2569,258
69283,41,674,62,134,0,26,8,4,7,3,13,5,45,2174,896
46098,86,57,0,27,0,0,36,4,3,2,2,8,45,2839,84
23331,92,5,36,7,0,10,45,2,3,0,3,8,32,2822,58
23331,97,104,20,101,24,15,5,6,5,1,5,9,32,2791,264
9255,91,9,0,7,2,0,4,1,1,1,2,8,31,2350,18
67786,0,431,82,441,80,20,102,1,3,6,6,1,61,2363,1054
71969,59,1000,0,76,0,0,10,3,3,4,9,8,49,2780,1076
59235,4,448,40,469,80,0,91,3,11,2,12,7,53,2692,1037
31928,5,33,4,24,4,2,5,2,3,0,4,7,31,2252,67
74881,48,505,72,270,36,27,54,4,9,2,12,5,59,2637,910
65819,99,267,38,701,149,165,63,1,5,4,10,3,42,2736,1320
51411,81,14,0,3,0,0,1,1,0,0,3,5,67,2558,17
51983,95,631,0,115,10,7,30,3,9,2,10,7,56,2826,763
42386,43,65,4,16,0,4,11,1,3,0,3,8,34,2691,89
30390,5,10,12,12,25,1,20,1,2,0,3,6,33,2459,60
30983,50,51,4,50,12,1,49,1,4,0,3,8,57,2756,118
66033,76,293,35,179,46,59,65,2,8,3,7,7,63,2684,612
37284,46,11,1,2,2,1,6,1,0,0,3,6,45,2616,17
57530,68,50,1,27,6,7,1,1,1,1,4,1,69,2419,91
76800,33,173,26,255,35,71,81,1,4,4,7,1,55,2272,560
63943,50,423,184,368,13,97,21,1,6,4,6,5,64,2824,1085
76081,85,292,30,415,63,33,200,1,4,5,4,2,58,2196,833
67445,63,757,80,217,29,80,11,5,9,6,12,6,46,2845,1163
37054,89,12,1,6,0,1,5,2,1,0,3,7,53,2446,20
47175,81,167,2,44,6,2,19,7,4,2,4,8,58,2768,221
31859,77,3,1,3,8,0,5,1,1,0,2,7,44,2539,15
27215,50,30,5,22,8,9,28,4,2,1,4,6,59,2681,74
70179,10,532,88,168,69,44,133,3,7,3,13,5,44,2502,901
39922,30,29,12,59,19,1,36,2,3,0,4,8,37,2659,120
49681,66,411,0,26,0,0,21,6,7,1,7,7,44,2396,437
24645,16,5,3,4,4,1,0,1,1,0,2,8,32,2764,17
79865,12,71,99,278,185,121,38,1,5,10,5,1,66,2170,754
44322,30,46,0,40,3,0,3,2,3,0,3,8,35,2172,89
47958,8,268,11,88,15,3,22,2,6,3,5,5,68,2685,385
63972,93,928,63,254,0,12,12,4,5,4,10,4,56,2733,1257
75315,14,459,15,171,142,23,31,2,5,4,12,2,66,2234,810
55517,53,483,0,108,0,6,36,5,11,1,6,9,70,2799,597
75283,26,733,9,180,12,19,66,11,6,3,5,4,63,2618,953
82800,23,1006,22,115,59,68,45,1,7,6,12,3,74,2741,1270
38998,92,34,1,14,0,0,5,3,2,0,3,8,66,2762,49
90638,29,1156,120,915,94,144,96,1,3,4,10,1,29,2295,2429
27161,41,7,4,23,7,0,11,1,1,0,3,7,34,2403,41
42014,56,244,15,108,4,15,50,6,7,1,6,8,43,2840,386
38201,19,233,0,23,0,0,12,4,5,1,5,8,60,2616,256
45203,4,35,3,67,10,8,24,1,3,1,3,6,38,2257,123
81574,89,1252,0,465,46,35,0,1,4,5,8,1,73,2221,1798
34935,71,34,4,66,3,10,20,1,2,1,4,7,28,2532,117
60482,81,255,43,134,37,14,24,1,7,2,7,7,44,2681,483
34633,31,8,1,5,0,0,1,1,1,0,2,6,64,2316,14
78093,53,368,32,639,13,43,10,1,4,7,5,1,73,2359,1095
82460,78,255,47,573,52,32,15,1,5,3,6,1,70,2368,959
45903,80,33,8,10,2,10,3,2,2,1,3,4,54,2226,63
81361,18,163,23,424,27,65,76,1,3,10,13,1,33,2283,702
35860,37,15,0,8,4,2,20,2,1,1,2,5,47,2200,29
40442,52,45,12,52,25,22,13,4,3,1,4,7,68,2838,156
61482,39,48,58,68,16,66,43,1,3,2,6,2,55,2161,256
34968,11,158,6,45,8,2,2,7,3,2,5,7,40,2604,219
75794,33,754,160,625,63,32,48,1,7,5,12,3,33,2346,1634
31497,22,108,1,28,13,1,4,2,3,1,4,8,58,2729,151
74268,83,199,66,315,97,174,41,1,4,3,5,2,65,2659,851
13724,43,2,7,5,2,15,27,1,2,0,2,9,32,2826,31
45143,74,202,5,74,11,5,14,3,6,1,5,7,55,2466,297
52569,54,85,0,3,0,0,7,1,2,0,4,3,53,2244,88
48432,3,322,3,50,4,3,42,5,7,1,6,8,47,2778,382
17144,96,18,2,19,0,2,6,5,3,0,4,7,60,2293,41
36108,68,141,8,129,3,11,47,3,7,1,4,9,36,2416,292
76445,2,739,107,309,140,80,35,1,2,5,13,6,49,2798,1375
36663,40,18,0,6,3,3,5,1,1,1,3,2,45,2224,30
53843,64,378,0,88,19,4,73,4,8,5,3,7,55,2526,489
90226,26,1083,108,649,253,151,108,1,4,7,12,2,64,2800,2244
70638,69,1016,12,215,16,12,63,1,4,5,10,3,65,2552,1271
44512,57,23,1,6,0,0,2,2,1,0,3,4,60,2462,30
27116,78,12,1,21,2,2,3,2,2,0,3,7,59,2278,38
54072,71,35,0,4,0,0,0,1,2,0,2,8,57,2496,39
71855,59,548,31,422,0,112,28,4,5,5,11,3,43,2688,1113
51250,28,342,32,230,34,32,40,5,10,5,4,9,30,2615,670
60432,61,365,3,15,4,3,11,5,7,2,5,6,47,2271,390
65526,22,397,19,69,12,0,9,1,4,4,8,2,56,2238,497
68655,95,456,19,832,75,118,38,1,4,5,11,3,32,2847,1500
12393,38,5,6,15,11,7,13,1,2,0,3,9,42,2731,44
64509,19,836,185,575,24,25,77,1,6,3,9,4,30,2475,1645
33955,92,100,2,128,23,7,10,4,5,1,5,8,45,2483,260
31353,24,10,0,10,3,1,7,2,1,1,2,8,43,2341,24
55434,21,238,115,215,169,69,76,3,5,3,13,4,36,2426,806
28359,35,6,0,5,2,1,2,1,1,0,2,7,37,2404,14
57100,9,158,11,99,15,11,17,2,3,2,7,3,33,2201,294
69139,23,86,12,75,33,15,6,1,4,1,5,4,55,2312,221
52973,92,856,0,76,12,9,199,7,9,6,9,8,64,2757,953
51717,55,98,1,17,0,1,5,1,3,0,4,7,55,2472,117
18793,14,4,16,20,0,17,20,3,2,0,4,8,49,2692,57
66664,78,398,96,447,220,96,32,1,5,7,6,3,38,2801,1257
50664,64,313,8,104,6,4,126,9,8,1,6,9,61,2688,435
54414,49,109,18,16,24,26,18,4,3,1,5,4,57,2681,193
54549,8,216,2,6,0,0,9,2,5,1,4,7,68,2277,224
47111,35,595,71,153,120,112,41,6,3,2,10,9,49,2818,1051
41003,11,123,133,142,71,44,88,1,6,2,8,6,57,2628,513
19444,8,16,0,23,3,2,10,3,4,1,2,7,38,2286,44
36301,53,11,12,35,3,5,12,1,3,0,3,7,44,2406,66
73059,36,410,112,420,0,82,71,1,9,3,13,4,73,2461,1024
42731,64,159,2,51,6,2,24,3,4,1,5,5,51,2410,220
52854,43,105,0,10,0,1,0,2,2,1,4,5,61,2256,116
22775,40,5,1,8,0,0,1,1,1,0,2,8,42,2534,14
46681,52,269,15,69,15,19,38,2,4,6,4,5,72,2423,387
